Lv,ATK_Base,ATK_Pow,HP_Base,HP_Pow,DEF_Base,DEF_Pow,HPREC_Base,HPREC_Pow,CR_Base,CR_Pow,ATKT_Base,ATKT_Pow,OFFT,GOLDR,ATKR,OFFA,ATKSP,RCD,UCR_Base,UCR_Pow,ATKB,CD,DEFR,IGNDEF_Base,IGNDEF_Pow
149,1.052461088,5,3.943,3,1.245,1,1.971087194,10,1.49,0,5.96,-1,374.9,14.9,29.8,29.8,0.0745,0.0149,1.49,0,29.8,29.8,29.8,2.579201284,-1
150,1.094559532,5,4.041,3,1.25,1,2.285856845,10,1.5,0,6,-1,375,15,30,30,0.075,0.015,1.5,0,30,30,30,2.594042881,-1
151,1.138341913,5,4.142,3,1.255,1,2.650893139,10,1.51,0,6.04,-1,375.1,15.1,30.2,30.2,0.0755,0.0151,1.51,0,30.2,30.2,30.2,2.608854796,-1
152,1.18387559,5,4.246,3,1.26,1,3.074223325,10,1.52,0,6.08,-1,375.2,15.2,30.4,30.4,0.076,0.0152,1.52,0,30.4,30.4,30.4,2.623637086,-1
153,1.231230613,5,4.352,3,1.265,1,3.565156556,10,1.53,0,6.12,-1,375.3,15.3,30.6,30.6,0.0765,0.0153,1.53,0,30.6,30.6,30.6,2.638389812,-1
154,1.280479838,5,4.461,3,1.27,1,4.134488593,10,1.54,0,6.16,-1,375.4,15.4,30.8,30.8,0.077,0.0154,1.54,0,30.8,30.8,30.8,2.653113032,-1
155,1.331699031,5,4.572,3,1.275,1,4.794739209,10,1.55,0,6.2,-1,375.5,15.5,31,31,0.0775,0.0155,1.55,0,31,31,31,2.667806806,-1
156,1.384966993,5,4.686,3,1.28,1,5.560427503,10,1.56,0,6.24,-1,375.6,15.6,31.2,31.2,0.078,0.0156,1.56,0,31.2,31.2,31.2,2.682471193,-1
157,1.440365672,5,4.804,3,1.285,1,6.448391178,10,1.57,0,6.28,-1,375.7,15.7,31.4,31.4,0.0785,0.0157,1.57,0,31.4,31.4,31.4,2.69710625,-1
158,1.497980299,5,4.924,3,1.29,1,7.478156807,10,1.58,0,6.32,-1,375.8,15.8,31.6,31.6,0.079,0.0158,1.58,0,31.6,31.6,31.6,2.711712038,-1
159,1.557899511,5,5.047,3,1.295,1,8.67236923,10,1.59,0,6.36,-1,375.9,15.9,31.8,31.8,0.0795,0.0159,1.59,0,31.8,31.8,31.8,2.726288614,-1
160,1.620215492,5,5.173,3,1.3,1,1.005728952,11,1.6,0,6.4,-1,376,16,32,32,0.08,0.016,1.6,0,32,32,32,2.740836036,-1
161,1.685024111,5,5.302,3,1.305,1,1.166337246,11,1.61,0,6.44,-1,376.1,16.1,32.2,32.2,0.0805,0.0161,1.61,0,32.2,32.2,32.2,2.755354364,-1
162,1.752425076,5,5.435,3,1.31,1,1.352593627,11,1.62,0,6.48,-1,376.2,16.2,32.4,32.4,0.081,0.0162,1.62,0,32.4,32.4,32.4,2.769843656,-1
163,1.822522079,5,5.571,3,1.315,1,1.568593927,11,1.63,0,6.52,-1,376.3,16.3,32.6,32.6,0.0815,0.0163,1.63,0,32.6,32.6,32.6,2.784303968,-1
164,1.895422962,5,5.71,3,1.32,1,1.819088053,11,1.64,0,6.56,-1,376.4,16.4,32.8,32.8,0.082,0.0164,1.64,0,32.8,32.8,32.8,2.79873536,-1
165,1.97123988,5,5.853,3,1.325,1,2.109584442,11,1.65,0,6.6,-1,376.5,16.5,33,33,0.0825,0.0165,1.65,0,33,33,33,2.81313789,-1
166,2.050089476,5,5.999,3,1.33,1,2.446471193,11,1.66,0,6.64,-1,376.6,16.6,33.2,33.2,0.083,0.0166,1.66,0,33.2,33.2,33.2,2.827511614,-1
167,2.132093055,5,6.149,3,1.335,1,2.83715654,11,1.67,0,6.68,-1,376.7,16.7,33.4,33.4,0.0835,0.0167,1.67,0,33.4,33.4,33.4,2.841856591,-1
168,2.217376777,5,6.303,3,1.34,1,3.290231766,11,1.68,0,6.72,-1,376.8,16.8,33.6,33.6,0.084,0.0168,1.68,0,33.6,33.6,33.6,2.856172877,-1
169,2.306071848,5,6.46,3,1.345,1,3.815660123,11,1.69,0,6.76,-1,376.9,16.9,33.8,33.8,0.0845,0.0169,1.69,0,33.8,33.8,33.8,2.870460532,-1
170,2.398314722,5,6.622,3,1.35,1,4.424995931,11,1.7,0,6.8,-1,377,17,34,34,0.085,0.017,1.7,0,34,34,34,2.884719611,-1
171,2.494247311,5,6.787,3,1.355,1,5.131638657,11,1.71,0,6.84,-1,377.1,17.1,34.2,34.2,0.0855,0.0171,1.71,0,34.2,34.2,34.2,2.898950171,-1
172,2.594017203,5,6.957,3,1.36,1,5.951127575,11,1.72,0,6.88,-1,377.2,17.2,34.4,34.4,0.086,0.0172,1.72,0,34.4,34.4,34.4,2.913152271,-1
173,2.697777891,5,7.131,3,1.365,1,6.90148348,11,1.73,0,6.92,-1,377.3,17.3,34.6,34.6,0.0865,0.0173,1.73,0,34.6,34.6,34.6,2.927325966,-1
174,2.805689007,5,7.309,3,1.37,1,8.003604968,11,1.74,0,6.96,-1,377.4,17.4,34.8,34.8,0.087,0.0174,1.74,0,34.8,34.8,34.8,2.941471315,-1
175,2.917916567,5,7.492,3,1.375,1,9.281728003,11,1.75,0,7,-1,377.5,17.5,35,35,0.0875,0.0175,1.75,0,35,35,35,2.955588372,-1
176,3.03463323,5,7.679,3,1.38,1,1.076395887,12,1.76,0,7.04,-1,377.6,17.6,35.2,35.2,0.088,0.0176,1.76,0,35.2,35.2,35.2,2.969677195,-1
177,3.156018559,5,7.871,3,1.385,1,1.248289226,12,1.77,0,7.08,-1,377.7,17.7,35.4,35.4,0.0885,0.0177,1.77,0,35.4,35.4,35.4,2.983737841,-1
178,3.282259302,5,8.068,3,1.39,1,1.4476328,12,1.78,0,7.12,-1,377.8,17.8,35.6,35.6,0.089,0.0178,1.78,0,35.6,35.6,35.6,2.997770365,-1
179,3.413549674,5,8.269,3,1.395,1,1.67881023,12,1.79,0,7.16,-1,377.9,17.9,35.8,35.8,0.0895,0.0179,1.79,0,35.8,35.8,35.8,3.011774824,-1
180,3.550091661,5,8.476,3,1.4,1,1.946905174,12,1.8,0,7.2,-1,378,18,36,36,0.09,0.018,1.8,0,36,36,36,3.025751275,-1
181,3.692095327,5,8.688,3,1.405,1,2.257813116,12,1.81,0,7.24,-1,378.1,18.1,36.2,36.2,0.0905,0.0181,1.81,0,36.2,36.2,36.2,3.039699772,-1
182,3.83977914,5,8.905,3,1.41,1,2.61837101,12,1.82,0,7.28,-1,378.2,18.2,36.4,36.4,0.091,0.0182,1.82,0,36.4,36.4,36.4,3.053620373,-1
183,3.993370306,5,9.128,3,1.415,1,3.036507627,12,1.83,0,7.32,-1,378.3,18.3,36.6,36.6,0.0915,0.0183,1.83,0,36.6,36.6,36.6,3.067513132,-1
184,4.153105118,5,9.356,3,1.42,1,3.521417909,12,1.84,0,7.36,-1,378.4,18.4,36.8,36.8,0.092,0.0184,1.84,0,36.8,36.8,36.8,3.081378106,-1
185,4.319229323,5,9.59,3,1.425,1,4.083765172,12,1.85,0,7.4,-1,378.5,18.5,37,37,0.0925,0.0185,1.85,0,37,37,37,3.095215349,-1
186,4.491998495,5,9.83,3,1.43,1,4.735915591,12,1.86,0,7.44,-1,378.6,18.6,37.2,37.2,0.093,0.0186,1.86,0,37.2,37.2,37.2,3.109024919,-1
187,4.671678435,5,1.0075,4,1.435,1,5.492210141,12,1.87,0,7.48,-1,378.7,18.7,37.4,37.4,0.0935,0.0187,1.87,0,37.4,37.4,37.4,3.122806869,-1
188,4.858545573,5,1.0327,4,1.44,1,6.369279951,12,1.88,0,7.52,-1,378.8,18.8,37.6,37.6,0.094,0.0188,1.88,0,37.6,37.6,37.6,3.136561255,-1
189,5.052887396,5,1.0585,4,1.445,1,7.386412038,12,1.89,0,7.56,-1,378.9,18.9,37.8,37.8,0.0945,0.0189,1.89,0,37.8,37.8,37.8,3.150288133,-1
190,5.255002891,5,1.085,4,1.45,1,8.565973425,12,1.9,0,7.6,-1,379,19,38,38,0.095,0.019,1.9,0,38,38,38,3.163987556,-1
191,5.465203007,5,1.1121,4,1.455,1,9.933903002,12,1.91,0,7.64,-1,379.1,19.1,38.2,38.2,0.0955,0.0191,1.91,0,38.2,38.2,38.2,3.177659581,-1
192,5.683811127,5,1.1399,4,1.46,1,1.152028193,13,1.92,0,7.68,-1,379.2,19.2,38.4,38.4,0.096,0.0192,1.92,0,38.4,38.4,38.4,3.191304262,-1
193,5.911163572,5,1.1684,4,1.465,1,1.335999513,13,1.93,0,7.72,-1,379.3,19.3,38.6,38.6,0.0965,0.0193,1.93,0,38.6,38.6,38.6,3.204921654,-1
194,6.147610115,5,1.1976,4,1.47,1,1.549349842,13,1.94,0,7.76,-1,379.4,19.4,38.8,38.8,0.097,0.0194,1.94,0,38.8,38.8,38.8,3.21851181,-1
195,6.39351452,5,1.2276,4,1.475,1,1.796770814,13,1.95,0,7.8,-1,379.5,19.5,39,39,0.0975,0.0195,1.95,0,39,39,39,3.232074787,-1
196,6.649255101,5,1.2583,4,1.48,1,2.083703287,13,1.96,0,7.84,-1,379.6,19.6,39.2,39.2,0.098,0.0196,1.96,0,39.2,39.2,39.2,3.245610637,-1
197,6.915225305,5,1.2897,4,1.485,1,2.416456987,13,1.97,0,7.88,-1,379.7,19.7,39.4,39.4,0.0985,0.0197,1.97,0,39.4,39.4,39.4,3.259119416,-1
198,7.191834317,5,1.322,4,1.49,1,2.802349264,13,1.98,0,7.92,-1,379.8,19.8,39.6,39.6,0.099,0.0198,1.98,0,39.6,39.6,39.6,3.272601177,-1
199,7.47950769,5,1.355,4,1.495,1,3.249865997,13,1.99,0,7.96,-1,379.9,19.9,39.8,39.8,0.0995,0.0199,1.99,0,39.8,39.8,39.8,3.286055975,-1
200,7.778687997,5,1.3889,4,1.5,1,3.768848206,13,2,0,8,-1,380,20,40,40,0.1,0.02,2,0,40,40,40,3.299483863,-1
201,8.089835517,5,1.4236,4,1.505,1,4.370708459,13,2.01,0,8.04,-1,380.1,20.1,40.2,40.2,0.1005,0.0201,2.01,0,40.2,40.2,40.2,3.312884895,-1
202,8.413428938,5,1.4592,4,1.51,1,5.068681833,13,2.02,0,8.08,-1,380.2,20.2,40.4,40.4,0.101,0.0202,2.02,0,40.4,40.4,40.4,3.326259125,-1
203,8.749966095,5,1.4957,4,1.515,1,5.878116961,13,2.03,0,8.12,-1,380.3,20.3,40.6,40.6,0.1015,0.0203,2.03,0,40.6,40.6,40.6,3.339606607,-1
204,9.099964739,5,1.5331,4,1.52,1,6.816813551,13,2.04,0,8.16,-1,380.4,20.4,40.8,40.8,0.102,0.0204,2.04,0,40.8,40.8,40.8,3.352927394,-1
205,9.463963329,5,1.5714,4,1.525,1,7.905413808,13,2.05,0,8.2,-1,380.5,20.5,41,41,0.1025,0.0205,2.05,0,41,41,41,3.366221539,-1
206,9.842521862,5,1.6107,4,1.53,1,9.167856362,13,2.06,0,8.24,-1,380.6,20.6,41.2,41.2,0.103,0.0206,2.06,0,41.2,41.2,41.2,3.379489096,-1
207,1.023622274,6,1.6509,4,1.535,1,1.063190268,14,2.07,0,8.28,-1,380.7,20.7,41.4,41.4,0.1035,0.0207,2.07,0,41.4,41.4,41.4,3.392730118,-1
208,1.064567165,6,1.6922,4,1.54,1,1.232974756,14,2.08,0,8.32,-1,380.8,20.8,41.6,41.6,0.104,0.0208,2.08,0,41.6,41.6,41.6,3.405944657,-1
209,1.107149851,6,1.7345,4,1.545,1,1.42987271,14,2.09,0,8.36,-1,380.9,20.9,41.8,41.8,0.1045,0.0209,2.09,0,41.8,41.8,41.8,3.419132768,-1
210,1.151435845,6,1.7779,4,1.55,1,1.65821397,14,2.1,0,8.4,-1,381,21,42,42,0.105,0.021,2.1,0,42,42,42,3.432294503,-1
211,1.197493279,6,1.8223,4,1.555,1,1.923019827,14,2.11,0,8.44,-1,381.1,21.1,42.2,42.2,0.1055,0.0211,2.11,0,42.2,42.2,42.2,3.445429913,-1
212,1.24539301,6,1.8679,4,1.56,1,2.230113437,14,2.12,0,8.48,-1,381.2,21.2,42.4,42.4,0.106,0.0212,2.12,0,42.4,42.4,42.4,3.458539054,-1
213,1.295208731,6,1.9146,4,1.565,1,2.586247875,14,2.13,0,8.52,-1,381.3,21.3,42.6,42.6,0.1065,0.0213,2.13,0,42.6,42.6,42.6,3.471621976,-1
214,1.34701708,6,1.9624,4,1.57,1,2.999254638,14,2.14,0,8.56,-1,381.4,21.4,42.8,42.8,0.107,0.0214,2.14,0,42.8,42.8,42.8,3.484678732,-1
215,1.400897763,6,2.0115,4,1.575,1,3.478215863,14,2.15,0,8.6,-1,381.5,21.5,43,43,0.1075,0.0215,2.15,0,43,43,43,3.497709374,-1
216,1.456933674,6,2.0618,4,1.58,1,4.033664044,14,2.16,0,8.64,-1,381.6,21.6,43.2,43.2,0.108,0.0216,2.16,0,43.2,43.2,43.2,3.510713955,-1
217,1.51521102,6,2.1133,4,1.585,1,4.677813643,14,2.17,0,8.68,-1,381.7,21.7,43.4,43.4,0.1085,0.0217,2.17,0,43.4,43.4,43.4,3.523692527,-1
218,1.575819461,6,2.1662,4,1.59,1,5.424829693,14,2.18,0,8.72,-1,381.8,21.8,43.6,43.6,0.109,0.0218,2.18,0,43.6,43.6,43.6,3.536645142,-1
219,1.63885224,6,2.2203,4,1.595,1,6.29113929,14,2.19,0,8.76,-1,381.9,21.9,43.8,43.8,0.1095,0.0219,2.19,0,43.8,43.8,43.8,3.549571852,-1
220,1.704406329,6,2.2758,4,1.6,1,7.295792828,14,2.2,0,8.8,-1,382,22,44,44,0.11,0.022,2.2,0,44,44,44,3.562472708,-1
221,1.772582582,6,2.3327,4,1.605,1,8.460882923,14,2.21,0,8.84,-1,382.1,22.1,44.2,44.2,0.1105,0.0221,2.21,0,44.2,44.2,44.2,3.575347763,-1
222,1.843485886,6,2.391,4,1.61,1,9.812030239,14,2.22,0,8.88,-1,382.2,22.2,44.4,44.4,0.111,0.0222,2.22,0,44.4,44.4,44.4,3.588197068,-1
223,1.917225321,6,2.4508,4,1.615,1,1.137894689,15,2.23,0,8.92,-1,382.3,22.3,44.6,44.6,0.1115,0.0223,2.23,0,44.6,44.6,44.6,3.601020673,-1
224,1.993914334,6,2.5121,4,1.62,1,1.319608981,15,2.24,0,8.96,-1,382.4,22.4,44.8,44.8,0.112,0.0224,2.24,0,44.8,44.8,44.8,3.613818632,-1
225,2.073670907,6,2.5749,4,1.625,1,1.53034185,15,2.25,0,9,-1,382.5,22.5,45,45,0.1125,0.0225,2.25,0,45,45,45,3.626590995,-1
226,2.156617744,6,2.6392,4,1.63,1,1.774727371,15,2.26,0,9.04,-1,382.6,22.6,45.2,45.2,0.113,0.0226,2.26,0,45.2,45.2,45.2,3.639337813,-1
227,2.242882453,6,2.7052,4,1.635,1,2.058139651,15,2.27,0,9.08,-1,382.7,22.7,45.4,45.4,0.1135,0.0227,2.27,0,45.4,45.4,45.4,3.652059137,-1
228,2.332597752,6,2.7728,4,1.64,1,2.386811007,15,2.28,0,9.12,-1,382.8,22.8,45.6,45.6,0.114,0.0228,2.28,0,45.6,45.6,45.6,3.664755019,-1
229,2.425901662,6,2.8422,4,1.645,1,2.767969016,15,2.29,0,9.16,-1,382.9,22.9,45.8,45.8,0.1145,0.0229,2.29,0,45.8,45.8,45.8,3.677425509,-1
230,2.522937728,6,2.9132,4,1.65,1,3.209995449,15,2.3,0,9.2,-1,383,23,46,46,0.115,0.023,2.3,0,46,46,46,3.690070658,-1
231,2.623855237,6,2.986,4,1.655,1,3.722610595,15,2.31,0,9.24,-1,383.1,23.1,46.2,46.2,0.1155,0.0231,2.31,0,46.2,46.2,46.2,3.702690516,-1
232,2.728809447,6,3.0607,4,1.66,1,4.317087006,15,2.32,0,9.28,-1,383.2,23.2,46.4,46.4,0.116,0.0232,2.32,0,46.4,46.4,46.4,3.715285135,-1
233,2.837961825,6,3.1372,4,1.665,1,5.006497387,15,2.33,0,9.32,-1,383.3,23.3,46.6,46.6,0.1165,0.0233,2.33,0,46.6,46.6,46.6,3.727854565,-1
234,2.951480298,6,3.2156,4,1.67,1,5.806002068,15,2.34,0,9.36,-1,383.4,23.4,46.8,46.8,0.117,0.0234,2.34,0,46.8,46.8,46.8,3.740398856,-1
235,3.06953951,6,3.296,4,1.675,1,6.733182384,15,2.35,0,9.4,-1,383.5,23.5,47,47,0.1175,0.0235,2.35,0,47,47,47,3.752918058,-1
236,3.19232109,6,3.3784,4,1.68,1,7.808427294,15,2.36,0,9.44,-1,383.6,23.6,47.2,47.2,0.118,0.0236,2.36,0,47.2,47.2,47.2,3.765412222,-1
237,3.320013934,6,3.4629,4,1.685,1,9.05538174,15,2.37,0,9.48,-1,383.7,23.7,47.4,47.4,0.1185,0.0237,2.37,0,47.4,47.4,47.4,3.777881398,-1
238,3.452814491,6,3.5495,4,1.69,1,1.05014666,16,2.38,0,9.52,-1,383.8,23.8,47.6,47.6,0.119,0.0238,2.38,0,47.6,47.6,47.6,3.790325635,-1
239,3.59092707,6,3.6382,4,1.695,1,1.21784817,16,2.39,0,9.56,-1,383.9,23.9,47.8,47.8,0.1195,0.0239,2.39,0,47.8,47.8,47.8,3.802744984,-1
240,3.734564153,6,3.7291,4,1.7,1,1.412330507,16,2.4,0,9.6,-1,384,24,48,48,0.12,0.024,2.4,0,48,48,48,3.815139494,-1
241,3.883946719,6,3.8224,4,1.705,1,1.637870394,16,2.41,0,9.64,-1,384.1,24.1,48.2,48.2,0.1205,0.0241,2.41,0,48.2,48.2,48.2,3.827509215,-1
242,4.039304588,6,3.9179,4,1.71,1,1.899427515,16,2.42,0,9.68,-1,384.2,24.2,48.4,48.4,0.121,0.0242,2.42,0,48.4,48.4,48.4,3.839854196,-1
243,4.200876772,6,4.0159,4,1.715,1,2.202753588,16,2.43,0,9.72,-1,384.3,24.3,48.6,48.6,0.1215,0.0243,2.43,0,48.6,48.6,48.6,3.852174488,-1
244,4.368911843,6,4.1163,4,1.72,1,2.554518838,16,2.44,0,9.76,-1,384.4,24.4,48.8,48.8,0.122,0.0244,2.44,0,48.8,48.8,48.8,3.864470139,-1
245,4.543668316,6,4.2192,4,1.725,1,2.962458683,16,2.45,0,9.8,-1,384.5,24.5,49,49,0.1225,0.0245,2.45,0,49,49,49,3.876741199,-1
246,4.725415049,6,4.3247,4,1.73,1,3.435543836,16,2.46,0,9.84,-1,384.6,24.6,49.2,49.2,0.123,0.0246,2.46,0,49.2,49.2,49.2,3.888987716,-1
247,4.914431651,6,4.4328,4,1.735,1,3.984177575,16,2.47,0,9.88,-1,384.7,24.7,49.4,49.4,0.1235,0.0247,2.47,0,49.4,49.4,49.4,3.901209741,-1
248,5.111008917,6,4.5436,4,1.74,1,4.620424511,16,2.48,0,9.92,-1,384.8,24.8,49.6,49.6,0.124,0.0248,2.48,0,49.6,49.6,49.6,3.913407321,-1
249,5.315449274,6,4.6572,4,1.745,1,5.358275894,16,2.49,0,9.96,-1,384.9,24.9,49.8,49.8,0.1245,0.0249,2.49,0,49.8,49.8,49.8,3.925580507,-1
250,5.528067245,6,4.7736,4,1.75,1,6.213957288,16,2.5,0,1,0,385,25,50,50,0.125,0.025,2.5,0,50,50,50,3.937729346,-1
251,5.749189934,6,4.893,4,1.755,1,7.206285368,16,2.51,0,1.004,0,385.1,25.1,50.2,50.2,0.1255,0.0251,2.51,0,50.2,50.2,50.2,3.949853887,-1
252,5.979157532,6,5.0153,4,1.76,1,8.357081711,16,2.52,0,1.008,0,385.2,25.2,50.4,50.4,0.126,0.0252,2.52,0,50.4,50.4,50.4,3.961954179,-1
253,6.218323833,6,5.1407,4,1.765,1,9.691652655,16,2.53,0,1.012,0,385.3,25.3,50.6,50.6,0.1265,0.0253,2.53,0,50.6,50.6,50.6,3.974030271,-1
254,6.467056786,6,5.2692,4,1.77,1,1.12393458,17,2.54,0,1.016,0,385.4,25.4,50.8,50.8,0.127,0.0254,2.54,0,50.8,50.8,50.8,3.98608221,-1
255,6.725739058,6,5.4009,4,1.775,1,1.303419534,17,2.55,0,1.02,0,385.5,25.5,51,51,0.1275,0.0255,2.55,0,51,51,51,3.998110046,-1
256,6.99476862,6,5.5359,4,1.78,1,1.511567055,17,2.56,0,1.024,0,385.6,25.6,51.2,51.2,0.128,0.0256,2.56,0,51.2,51.2,51.2,4.010113826,-1
257,7.274559365,6,5.6743,4,1.785,1,1.752954365,17,2.57,0,1.028,0,385.7,25.7,51.4,51.4,0.1285,0.0257,2.57,0,51.4,51.4,51.4,4.022093598,-1
258,7.56554174,6,5.8162,4,1.79,1,2.03288964,17,2.58,0,1.032,0,385.8,25.8,51.6,51.6,0.129,0.0258,2.58,0,51.6,51.6,51.6,4.034049411,-1
259,7.868163409,6,5.9616,4,1.795,1,2.357528735,17,2.59,0,1.036,0,385.9,25.9,51.8,51.8,0.1295,0.0259,2.59,0,51.8,51.8,51.8,4.045981312,-1
260,8.182889945,6,6.1106,4,1.8,1,2.734010557,17,2.6,0,1.04,0,386,26,52,52,0.13,0.026,2.6,0,52,52,52,4.05788935,-1
261,8.510205543,6,6.2634,4,1.805,1,3.170614049,17,2.61,0,1.044,0,386.1,26.1,52.2,52.2,0.1305,0.0261,2.61,0,52.2,52.2,52.2,4.069773571,-1
262,8.850613765,6,6.42,4,1.81,1,3.676940244,17,2.62,0,1.048,0,386.2,26.2,52.4,52.4,0.131,0.0262,2.62,0,52.4,52.4,52.4,4.081634024,-1
263,9.204638316,6,6.5805,4,1.815,1,4.2641234,17,2.63,0,1.052,0,386.3,26.3,52.6,52.6,0.1315,0.0263,2.63,0,52.6,52.6,52.6,4.093470756,-1
264,9.572823848,6,6.745,4,1.82,1,4.945075842,17,2.64,0,1.056,0,386.4,26.4,52.8,52.8,0.132,0.0264,2.64,0,52.8,52.8,52.8,4.105283814,-1
265,9.955736802,6,6.9136,4,1.825,1,5.734771906,17,2.65,0,1.06,0,386.5,26.5,53,53,0.1325,0.0265,2.65,0,53,53,53,4.117073247,-1
266,1.035396627,7,7.0864,4,1.83,1,6.650577234,17,2.66,0,1.064,0,386.6,26.6,53.2,53.2,0.133,0.0266,2.66,0,53.2,53.2,53.2,4.1288391,-1
267,1.076812493,7,7.2636,4,1.835,1,7.712630646,17,2.67,0,1.068,0,386.7,26.7,53.4,53.4,0.1335,0.0267,2.67,0,53.4,53.4,53.4,4.140581422,-1
268,1.119884992,7,7.4452,4,1.84,1,8.944286997,17,2.68,0,1.072,0,386.8,26.8,53.6,53.6,0.134,0.0268,2.68,0,53.6,53.6,53.6,4.152300259,-1
269,1.164680392,7,7.6313,4,1.845,1,1.037263076,18,2.69,0,1.076,0,386.9,26.9,53.8,53.8,0.1345,0.0269,2.69,0,53.8,53.8,53.8,4.163995658,-1
270,1.211267608,7,7.8221,4,1.85,1,1.202907162,18,2.7,0,1.08,0,387,27,54,54,0.135,0.027,2.7,0,54,54,54,4.175667667,-1
271,1.259718312,7,8.0176,4,1.855,1,1.395003519,18,2.71,0,1.084,0,387.1,27.1,54.2,54.2,0.1355,0.0271,2.71,0,54.2,54.2,54.2,4.187316332,-1
272,1.310107044,7,8.2181,4,1.86,1,1.617776399,18,2.72,0,1.088,0,387.2,27.2,54.4,54.4,0.136,0.0272,2.72,0,54.4,54.4,54.4,4.198941699,-1
273,1.362511326,7,8.4235,4,1.865,1,1.876124642,18,2.73,0,1.092,0,387.3,27.3,54.6,54.6,0.1365,0.0273,2.73,0,54.6,54.6,54.6,4.210543816,-1
274,1.417011779,7,8.6341,4,1.87,1,2.175729399,18,2.74,0,1.096,0,387.4,27.4,54.8,54.8,0.137,0.0274,2.74,0,54.8,54.8,54.8,4.222122728,-1
275,1.47369225,7,8.85,4,1.875,1,2.523179064,18,2.75,0,1.1,0,387.5,27.5,55,55,0.1375,0.0275,2.75,0,55,55,55,4.233678483,-1
276,1.53263994,7,9.0712,4,1.88,1,2.926114154,18,2.76,0,1.104,0,387.6,27.6,55.2,55.2,0.138,0.0276,2.76,0,55.2,55.2,55.2,4.245211126,-1
277,1.593945538,7,9.298,4,1.885,1,3.393395325,18,2.77,0,1.108,0,387.7,27.7,55.4,55.4,0.1385,0.0277,2.77,0,55.4,55.4,55.4,4.256720703,-1
278,1.65770336,7,9.5304,4,1.89,1,3.935298224,18,2.78,0,1.112,0,387.8,27.8,55.6,55.6,0.139,0.0278,2.78,0,55.6,55.6,55.6,4.268207262,-1
279,1.724011494,7,9.7687,4,1.895,1,4.563739449,18,2.79,0,1.116,0,387.9,27.9,55.8,55.8,0.1395,0.0279,2.79,0,55.8,55.8,55.8,4.279670848,-1
280,1.792971954,7,1.00129,5,1.9,1,5.292538602,18,2.8,0,1.12,0,388,28,56,56,0.14,0.028,2.8,0,56,56,56,4.291111506,-1
281,1.864690832,7,1.02632,5,1.905,1,6.137722182,18,2.81,0,1.124,0,388.1,28.1,56.2,56.2,0.1405,0.0281,2.81,0,56.2,56.2,56.2,4.302529283,-1
282,1.939278465,7,1.05198,5,1.91,1,7.117876017,18,2.82,0,1.128,0,388.2,28.2,56.4,56.4,0.141,0.0282,2.82,0,56.4,56.4,56.4,4.313924224,-1
283,2.016849604,7,1.07828,5,1.915,1,8.254553969,18,2.83,0,1.132,0,388.3,28.3,56.6,56.6,0.1415,0.0283,2.83,0,56.6,56.6,56.6,4.325296376,-1
284,2.097523588,7,1.10524,5,1.92,1,9.572751908,18,2.84,0,1.136,0,388.4,28.4,56.8,56.8,0.142,0.0284,2.84,0,56.8,56.8,56.8,4.336645783,-1
285,2.181424531,7,1.13287,5,1.925,1,1.110145738,19,2.85,0,1.14,0,388.5,28.5,57,57,0.1425,0.0285,2.85,0,57,57,57,4.347972491,-1
286,2.268681513,7,1.16119,5,1.93,1,1.287428706,19,2.86,0,1.144,0,388.6,28.6,57.2,57.2,0.143,0.0286,2.86,0,57.2,57.2,57.2,4.359276546,-1
287,2.359428773,7,1.19022,5,1.935,1,1.493022597,19,2.87,0,1.148,0,388.7,28.7,57.4,57.4,0.1435,0.0287,2.87,0,57.4,57.4,57.4,4.370557993,-1
288,2.453805924,7,1.21998,5,1.94,1,1.731448479,19,2.88,0,1.152,0,388.8,28.8,57.6,57.6,0.144,0.0288,2.88,0,57.6,57.6,57.6,4.381816877,-1
289,2.551958161,7,1.25048,5,1.945,1,2.007949404,19,2.89,0,1.156,0,388.9,28.9,57.8,57.8,0.1445,0.0289,2.89,0,57.8,57.8,57.8,4.393053244,-1
290,2.654036487,7,1.28174,5,1.95,1,2.328605708,19,2.9,0,1.16,0,389,29,58,58,0.145,0.029,2.9,0,58,58,58,4.404267137,-1
291,2.760197947,7,1.31378,5,1.955,1,2.700468714,19,2.91,0,1.164,0,389.1,29.1,58.2,58.2,0.1455,0.0291,2.91,0,58.2,58.2,58.2,4.415458603,-1
292,2.870605865,7,1.34662,5,1.96,1,3.131715793,19,2.92,0,1.168,0,389.2,29.2,58.4,58.4,0.146,0.0292,2.92,0,58.4,58.4,58.4,4.426627686,-1
293,2.985430099,7,1.38029,5,1.965,1,3.631830193,19,2.93,0,1.172,0,389.3,29.3,58.6,58.6,0.1465,0.0293,2.93,0,58.6,58.6,58.6,4.43777443,-1
294,3.104847303,7,1.4148,5,1.97,1,4.211809571,19,2.94,0,1.176,0,389.4,29.4,58.8,58.8,0.147,0.0294,2.94,0,58.8,58.8,58.8,4.448898881,-1
295,3.229041195,7,1.45017,5,1.975,1,4.884407839,19,2.95,0,1.18,0,389.5,29.5,59,59,0.1475,0.0295,2.95,0,59,59,59,4.460001084,-1
296,3.358202843,7,1.48642,5,1.98,1,5.664415622,19,2.96,0,1.184,0,389.6,29.6,59.2,59.2,0.148,0.0296,2.96,0,59.2,59.2,59.2,4.471081082,-1
